time,temperature_2m_max (Â°C),rain_sum (mm),precipitation_hours (h),dia_de_la_semana,semana_del_mes,semana_del_anio,anio,mes,es_fin_de_semana,es_festivo_mexico,dia_partido,es_dia_laborable,weathercode_3,weathercode_53
7/2/2019,31,0.3,1,1,27,27,2019,7,0,0,0,1,0,0
8/13/2017,35.3,0,0,6,34,34,2017,8,1,0,1,0,0,0
2/25/2017,22.3,0,0,5,9,9,2017,2,1,0,0,0,1,0
12/23/2021,24.5,0,0,3,52,52,2021,12,0,0,0,1,0,0
3/24/2020,32.8,0,0,1,13,13,2020,3,0,0,0,1,0,0
10/10/2020,34.2,0,0,5,41,41,2020,10,1,0,0,0,0,0
4/10/2022,34.3,0.1,1,6,16,16,2022,4,1,0,1,0,0,0
12/13/2020,29.4,0,0,6,51,51,2020,12,1,0,0,0,0,0
10/22/2020,29.6,0,0,3,43,43,2020,10,0,0,0,1,0,0
4/23/2018,23,3,12,0,17,17,2018,4,0,0,0,1,0,0
11/10/2017,17.5,2.9,14,4,46,46,2017,11,0,0,1,1,0,0
6/25/2021,33.2,0,0,4,26,26,2021,6,0,0,0,1,0,0
8/17/2019,35.6,0,0,5,33,33,2019,8,1,0,0,0,0,0
3/27/2022,29.5,0,0,6,14,14,2022,3,1,0,0,0,0,0
5/4/2017,27.3,0.7,3,3,19,19,2017,5,0,0,0,1,0,0
11/1/2020,24.9,0,0,6,45,45,2020,11,1,0,1,0,0,0
11/17/2018,20.6,0,0,5,46,46,2018,11,1,0,0,0,0,0
6/30/2020,32.1,0,0,1,27,27,2020,6,0,0,0,1,0,0
11/7/2022,27.5,0.1,1,0,46,46,2022,11,0,0,0,1,0,0
4/7/2019,29.3,0,0,6,15,15,2019,4,1,0,1,0,1,0
1/14/2017,22.7,0,0,5,3,3,2017,1,1,0,0,0,1,0
10/29/2019,28.1,0,0,1,44,44,2019,10,0,0,0,1,0,0
3/18/2019,14,9.6,14,0,12,12,2019,3,0,1,0,0,0,0
6/2/2018,36.3,0,0,5,22,22,2018,6,1,0,0,0,0,0
1/22/2022,10.2,0.9,8,5,4,4,2022,1,1,0,0,0,0,0
9/2/2017,32.5,0,0,5,36,36,2017,9,1,0,0,0,0,0
1/21/2018,25.6,0,0,6,4,4,2018,1,1,0,1,0,0,0
9/21/2021,34.2,2.1,3,1,39,39,2021,9,0,0,0,1,0,1
1/27/2021,19.8,0,0,2,5,5,2021,1,0,0,0,1,0,0
9/2/2022,32.5,1.1,4,4,36,36,2022,9,0,0,0,1,0,1
11/21/2020,24.1,0.2,2,5,47,47,2020,11,1,0,0,0,0,0
1/18/2020,23.7,1.4,6,5,3,3,2020,1,1,0,0,0,0,0
6/27/2017,31.1,7.5,6,1,27,27,2017,6,0,0,0,1,0,0
1/14/2020,25.2,0,0,1,3,3,2020,1,0,0,0,1,0,0
11/15/2021,26.4,0,0,0,47,47,2021,11,0,1,0,0,0,0
4/18/2021,17,0.1,1,6,17,17,2021,4,1,0,0,0,0,0
10/28/2021,27.7,0,0,3,44,44,2021,10,0,0,0,1,0,0
4/11/2022,35.4,0,0,0,16,16,2022,4,0,0,0,1,0,0
9/28/2022,26.9,0.4,4,2,40,40,2022,9,0,0,0,1,0,0
7/16/2020,35.2,0.1,1,3,29,29,2020,7,0,0,0,1,0,0
1/16/2021,19.3,0,0,5,3,3,2021,1,1,0,0,0,0,0
10/25/2020,30.6,0,0,6,44,44,2020,10,1,0,1,0,0,0
6/24/2019,33.9,2.8,4,0,26,26,2019,6,0,0,0,1,0,0
2/16/2018,26.6,0,0,4,7,7,2018,2,0,0,0,1,0,0
10/26/2017,26.6,0,0,3,44,44,2017,10,0,0,1,1,0,0
1/23/2017,25.7,0,0,0,5,5,2017,1,0,0,0,1,0,0
8/18/2022,35.3,0.1,1,3,34,34,2022,8,0,0,0,1,0,0
9/4/2021,32.9,0.1,1,5,36,36,2021,9,1,0,0,0,0,0
10/7/2019,27.9,1.7,6,0,41,41,2019,10,0,0,0,1,0,1
12/31/2020,17.6,6.6,7,3,53,53,2020,12,0,0,0,1,0,0
5/25/2019,31.8,0,0,5,21,21,2019,5,1,0,0,0,0,0
1/23/2022,10.2,2.6,17,6,5,5,2022,1,1,0,1,0,0,0
8/20/2017,34.4,0,0,6,35,35,2017,8,1,0,1,0,0,0
10/13/2020,29.6,0,0,1,42,42,2020,10,0,0,0,1,0,0
7/28/2019,32.9,0,0,6,31,31,2019,7,1,0,0,0,0,0
1/19/2020,17.4,3.1,7,6,4,4,2020,1,1,0,1,0,0,1
9/14/2021,32.4,0.1,1,1,38,38,2021,9,0,0,0,1,0,0
9/10/2021,33.3,0,0,4,37,37,2021,9,0,0,0,1,0,0
3/27/2017,31.3,0,0,0,14,14,2017,3,0,0,0,1,0,0
8/3/2018,33.3,0,0,4,31,31,2018,8,0,0,0,1,0,0
3/19/2018,31.9,0,0,0,12,12,2018,3,0,1,0,0,0,0
8/23/2019,34.6,0.2,1,4,34,34,2019,8,0,0,0,1,0,0
10/17/2018,17.6,0,0,2,42,42,2018,10,0,0,0,1,1,0
9/20/2022,29.4,0.5,4,1,39,39,2022,9,0,0,0,1,0,0
3/5/2017,24.4,0,0,6,11,11,2017,3,1,0,1,0,0,0
11/25/2018,28.4,0,0,6,48,48,2018,11,1,0,1,0,0,0
2/19/2017,29,0.2,2,6,9,9,2017,2,1,0,1,0,0,0
12/23/2017,17.8,0.1,1,5,52,52,2017,12,1,0,0,0,0,0
8/26/2017,34.5,0,0,5,35,35,2017,8,1,0,0,0,0,0
3/4/2018,26.5,0.2,1,6,10,10,2018,3,1,0,1,0,0,0
4/3/2021,21.8,0.5,4,5,14,14,2021,4,1,0,0,0,0,0
8/18/2021,35.3,0.1,1,2,34,34,2021,8,0,0,1,1,0,0
11/15/2017,27.5,0,0,2,47,47,2017,11,0,0,0,1,0,0
9/30/2018,25.6,0.5,4,6,40,40,2018,9,1,0,1,0,0,0
8/15/2021,32.8,0.1,1,6,34,34,2021,8,1,0,1,0,0,0
8/2/2020,29.5,0.7,3,6,32,32,2020,8,1,0,1,0,0,1
11/3/2019,21.8,0,0,6,45,45,2019,11,1,0,1,0,0,0
11/14/2021,25.6,0,0,6,47,47,2021,11,1,0,0,0,0,0
12/29/2017,14.7,0,0,4,53,53,2017,12,0,0,0,1,0,0
2/15/2018,26.6,0,0,3,7,7,2018,2,0,0,1,1,0,0
9/26/2021,27.8,0,0,6,40,40,2021,9,1,0,1,0,1,0
1/26/2020,26.6,0,0,6,5,5,2020,1,1,0,1,0,0,0
1/27/2020,25.5,0,0,0,5,5,2020,1,0,0,0,1,0,0
3/30/2022,33.1,0,0,2,14,14,2022,3,0,0,0,1,0,0
7/15/2020,35.1,0,0,2,29,29,2020,7,0,0,0,1,0,0
5/18/2018,31.9,0.1,1,4,20,20,2018,5,0,0,0,1,0,0
7/4/2021,32.8,0,0,6,28,28,2021,7,1,0,0,0,0,0
3/16/2019,13.9,0,0,5,11,11,2019,3,1,0,0,0,1,0
1/10/2018,23.9,0,0,2,2,2,2018,1,0,0,0,1,0,0
1/22/2021,24.8,0,0,4,4,4,2021,1,0,0,0,1,0,0
1/30/2022,17.8,0,0,6,6,6,2022,1,1,0,0,0,0,0
2/29/2020,22.8,0,0,5,9,9,2020,2,1,0,0,0,0,0
12/15/2019,31.3,0,0,6,51,51,2019,12,1,0,0,0,0,0
7/10/2021,26.2,9,18,5,28,28,2021,7,1,0,0,0,0,0
10/30/2022,23.9,0,0,6,45,45,2022,10,1,0,0,0,0,0
8/14/2021,33,0.4,1,5,33,33,2021,8,1,0,0,0,0,0
4/17/2019,31.8,0,0,2,16,16,2019,4,0,0,0,1,0,0
7/12/2022,36.6,0.2,2,1,29,29,2022,7,0,0,0,1,0,0
6/25/2017,30,1.8,11,6,27,27,2017,6,1,0,0,0,0,0
10/23/2022,27.5,0.7,3,6,44,44,2022,10,1,0,0,0,0,0
5/19/2018,31.3,0,0,5,20,20,2018,5,1,0,0,0,0,0
11/10/2019,22.6,0,0,6,46,46,2019,11,1,0,1,0,0,0
1/5/2019,21.5,0,0,5,1,1,2019,1,1,0,0,0,0,0
1/26/2022,13,2.7,12,2,5,5,2022,1,0,0,0,1,0,0
7/18/2017,31.5,0.7,2,1,30,30,2017,7,0,0,0,1,0,0
6/28/2021,29.8,4.4,8,0,27,27,2021,6,0,0,0,1,0,0
11/23/2021,20.8,0,0,1,48,48,2021,11,0,0,0,1,0,0
8/29/2020,34,0,0,5,35,35,2020,8,1,0,0,0,0,0
10/27/2021,33.1,0,0,2,44,44,2021,10,0,0,0,1,0,0
6/24/2022,35,0,0,4,26,26,2022,6,0,0,0,1,0,0
7/28/2018,34.4,0,0,5,30,30,2018,7,1,0,0,0,0,0
8/11/2021,34.8,0,0,2,33,33,2021,8,0,0,0,1,0,0
3/30/2021,29.1,0,0,1,14,14,2021,3,0,0,0,1,1,0
1/17/2018,3.6,0.2,1,2,3,3,2018,1,0,0,0,1,0,0
11/18/2017,31.7,0,0,5,47,47,2017,11,1,0,0,0,0,0
1/9/2017,20.5,0,0,0,3,3,2017,1,0,0,0,1,0,0
3/12/2019,26.6,1.4,6,1,11,11,2019,3,0,0,0,1,0,0
3/26/2017,32.6,0,0,6,14,14,2017,3,1,0,0,0,0,0
6/7/2022,38.4,0,0,1,24,24,2022,6,0,0,0,1,0,0
9/29/2019,30.1,0,0,6,40,40,2019,9,1,0,1,0,0,0
6/5/2022,36.9,0,0,6,24,24,2022,6,1,0,0,0,0,0
1/13/2018,13.5,0,0,5,2,2,2018,1,1,0,0,0,0,0
4/3/2019,23.7,2.3,9,2,14,14,2019,4,0,0,0,1,0,0
12/14/2020,15.1,0,0,0,51,51,2020,12,0,0,0,1,0,0
4/20/2018,26,2.7,11,4,16,16,2018,4,0,0,0,1,0,0
4/4/2018,21.6,7.7,6,2,14,14,2018,4,0,0,0,1,0,0
9/10/2022,29.3,0,0,5,37,37,2022,9,1,0,0,0,0,0
2/3/2022,17.4,1.6,12,3,6,6,2022,2,0,0,0,1,0,0
11/3/2020,22.8,0,0,1,45,45,2020,11,0,0,0,1,0,0
12/5/2021,25.4,0,0,6,50,50,2021,12,1,0,0,0,0,0
3/19/2020,31.8,1.5,4,3,12,12,2020,3,0,0,0,1,0,1
12/5/2020,13.8,0,0,5,49,49,2020,12,1,0,0,0,0,0
9/2/2019,31.1,0,0,0,36,36,2019,9,0,0,0,1,0,0
3/21/2018,25.8,0,0,2,12,12,2018,3,0,0,0,1,0,0
4/6/2018,30.6,0,0,4,14,14,2018,4,0,0,0,1,0,0
12/17/2017,18,0,0,6,52,52,2017,12,1,0,0,0,0,0
6/29/2018,31.5,0,0,4,26,26,2018,6,0,0,0,1,0,0
3/12/2017,20.4,15.4,17,6,12,12,2017,3,1,0,0,0,0,0
2/24/2019,19.5,0,0,6,9,9,2019,2,1,0,1,0,0,0
9/12/2021,29.7,1.8,4,6,38,38,2021,9,1,0,1,0,0,0
3/10/2018,30.3,0,0,5,10,10,2018,3,1,0,0,0,0,0
2/5/2017,24.1,0.8,5,6,7,7,2017,2,1,0,1,0,0,0
2/23/2019,25.5,0,0,5,8,8,2019,2,1,0,0,0,0,0
4/17/2022,34.2,0,0,6,17,17,2022,4,1,0,1,0,0,0
10/10/2019,33.1,0,0,3,41,41,2019,10,0,0,0,1,0,0
6/22/2021,29,2.8,8,1,26,26,2021,6,0,0,0,1,0,1
5/1/2018,28.7,0.8,3,1,18,18,2018,5,0,1,0,0,0,1
2/13/2022,14.6,0,0,6,8,8,2022,2,1,0,0,0,0,0
3/18/2020,29.1,2.2,5,2,12,12,2020,3,0,0,0,1,0,1
11/24/2019,21.9,0,0,6,48,48,2019,11,1,0,1,0,0,0
11/27/2022,26.5,0,0,6,49,49,2022,11,1,0,0,0,0,0
10/12/2022,29.2,0,0,2,42,42,2022,10,0,0,0,1,0,0
8/23/2018,34.5,0,0,3,34,34,2018,8,0,0,1,1,0,0
3/3/2020,28.4,0,0,1,10,10,2020,3,0,0,0,1,1,0
10/22/2018,18,5.3,9,0,43,43,2018,10,0,0,0,1,0,0
11/28/2021,21.8,0,0,6,49,49,2021,11,1,0,0,0,0,0
9/22/2018,25.3,3.1,11,5,38,38,2018,9,1,0,0,0,0,1
7/3/2018,32.9,0,0,1,27,27,2018,7,0,0,0,1,0,0
9/7/2017,25.9,8.4,9,3,37,37,2017,9,0,0,0,1,0,0
5/2/2017,30.9,0,0,1,19,19,2017,5,0,0,0,1,0,0
10/20/2021,26.9,0,0,2,43,43,2021,10,0,0,0,1,0,0
3/20/2021,22.5,0,0,5,12,12,2021,3,1,0,0,0,0,0
6/9/2018,31.8,0.1,1,5,23,23,2018,6,1,0,0,0,0,0
4/12/2018,30.1,0,0,3,15,15,2018,4,0,0,0,1,0,0
7/29/2017,36.3,0,0,5,31,31,2017,7,1,0,0,0,0,0
4/11/2020,27.3,5.3,5,5,15,15,2020,4,1,0,0,0,0,0
9/18/2019,30.5,0,0,2,38,38,2019,9,0,0,0,1,0,0
5/9/2017,30.1,0.5,5,1,20,20,2017,5,0,0,0,1,0,0
5/3/2022,32.2,0,0,1,19,19,2022,5,0,0,0,1,0,0
9/7/2020,26.3,0.1,1,0,37,37,2020,9,0,0,0,1,0,0
5/15/2021,27.6,0.1,1,5,20,20,2021,5,1,0,0,0,0,0
6/26/2022,31.6,0.1,1,6,27,27,2022,6,1,0,0,0,0,0
4/13/2022,36.3,0,0,2,16,16,2022,4,0,0,0,1,0,0
3/11/2021,28.3,0,0,3,11,11,2021,3,0,0,1,1,0,0
6/2/2019,32.4,0,0,6,23,23,2019,6,1,0,0,0,0,0
6/5/2019,34.1,0,0,2,23,23,2019,6,0,0,0,1,1,0
6/13/2021,33.2,0,0,6,25,25,2021,6,1,0,0,0,0,0
12/2/2018,26.7,0,0,6,49,49,2018,12,1,0,0,0,0,0
11/21/2017,29.2,0,0,1,48,48,2017,11,0,0,0,1,0,0
4/15/2022,30.8,1,7,4,16,16,2022,4,0,0,0,1,0,0
6/5/2021,31.1,0,0,5,23,23,2021,6,1,0,0,0,0,0
5/18/2020,33.4,0,0,0,21,21,2020,5,0,0,0,1,0,0
12/5/2019,25.6,0,0,3,49,49,2019,12,0,0,1,1,0,0
4/27/2017,32.4,0,0,3,18,18,2017,4,0,0,0,1,0,0
11/17/2022,11.2,1.2,9,3,47,47,2022,11,0,0,0,1,0,0
8/4/2021,30.1,0.7,2,2,32,32,2021,8,0,0,0,1,0,1
2/13/2020,18.9,0,0,3,7,7,2020,2,0,0,0,1,0,0
1/24/2018,14.3,0,0,2,4,4,2018,1,0,0,0,1,1,0
3/22/2022,29.2,0,0,1,13,13,2022,3,0,0,0,1,0,0
12/24/2021,27.5,0,0,4,52,52,2021,12,0,0,0,1,0,0
8/31/2019,32.7,0.1,1,5,35,35,2019,8,1,0,0,0,0,0
8/30/2019,33.6,0,0,4,35,35,2019,8,0,0,1,1,0,0
3/28/2018,27.2,10.7,11,2,13,13,2018,3,0,0,0,1,0,0
2/20/2020,16.2,3.4,18,3,8,8,2020,2,0,0,1,1,0,0
9/3/2020,32.2,0,0,3,36,36,2020,9,0,0,0,1,0,0
4/28/2018,20.2,10.3,12,5,17,17,2018,4,1,0,0,0,0,0
4/27/2019,31.3,0,0,5,17,17,2019,4,1,0,0,0,0,0
4/16/2021,34.3,0,0,4,16,16,2021,4,0,0,1,1,0,0
8/10/2020,30.5,0,0,0,33,33,2020,8,0,0,0,1,0,0
9/3/2018,31.8,0.3,1,0,36,36,2018,9,0,0,0,1,0,0
6/23/2019,35.5,0,0,6,26,26,2019,6,1,0,0,0,0,0
4/14/2018,23.6,0,0,5,15,15,2018,4,1,0,0,0,0,0
1/4/2020,19,0,0,5,1,1,2020,1,1,0,0,0,0,0
2/22/2020,17.8,0,0,5,8,8,2020,2,1,0,0,0,0,0
11/7/2019,28.7,20.4,11,3,45,45,2019,11,0,0,0,1,0,0
8/30/2018,32.8,0,0,3,35,35,2018,8,0,0,0,1,0,0
3/6/2021,21.6,0,0,5,10,10,2021,3,1,0,0,0,0,0
12/20/2018,19.3,0,0,3,51,51,2018,12,0,0,0,1,0,0
3/13/2017,24.2,0.3,2,0,12,12,2017,3,0,0,0,1,0,0
5/27/2022,32.3,0,0,4,22,22,2022,5,0,0,0,1,0,0
2/27/2018,26,1.1,8,1,9,9,2018,2,0,0,0,1,0,0
6/18/2020,32.2,0.1,1,3,25,25,2020,6,0,0,0,1,0,0
10/12/2021,33.4,0.2,1,1,42,42,2021,10,0,0,0,1,0,0
8/28/2018,34.1,0,0,1,35,35,2018,8,0,0,0,1,0,0
10/2/2018,27,0,0,1,40,40,2018,10,0,0,0,1,0,0
9/21/2019,29.7,0,0,5,38,38,2019,9,1,0,0,0,0,0
12/3/2019,23.5,0,0,1,49,49,2019,12,0,0,0,1,0,0
8/7/2020,29,0,0,4,32,32,2020,8,0,0,0,1,0,0
10/6/2021,30.2,0,0,2,41,41,2021,10,0,0,0,1,0,0
7/30/2022,34.7,0,0,5,31,31,2022,7,1,0,0,0,0,0
5/27/2017,34.8,0,0,5,22,22,2017,5,1,0,0,0,0,0
11/19/2020,23.8,0,0,3,47,47,2020,11,0,0,0,1,0,0
3/21/2020,18.8,6.7,20,5,12,12,2020,3,1,0,0,0,0,0
9/28/2019,31.6,0,0,5,39,39,2019,9,1,0,0,0,0,0
9/15/2022,28,1.2,9,3,38,38,2022,9,0,0,0,1,0,0
10/27/2018,23.4,0,0,5,43,43,2018,10,1,0,0,0,0,0
4/1/2017,33.3,0,0,5,14,14,2017,4,1,0,0,0,0,0
8/5/2017,33.8,0.5,1,5,32,32,2017,8,1,0,0,0,0,1
5/8/2020,34.7,2.6,4,4,19,19,2020,5,0,0,0,1,0,0
4/21/2021,22.9,0.4,2,2,17,17,2021,4,0,0,0,1,0,0
11/10/2020,29.9,0,0,1,46,46,2020,11,0,0,0,1,0,0
6/22/2019,34.5,0,0,5,25,25,2019,6,1,0,0,0,0,0
4/30/2021,22.6,13.1,13,4,18,18,2021,4,0,0,0,1,0,0
7/27/2019,30.1,0.1,1,5,30,30,2019,7,1,0,0,0,0,0
8/15/2022,30.6,0.9,4,0,34,34,2022,8,0,0,1,1,0,0
1/6/2018,19.1,0,0,5,1,1,2018,1,1,0,0,0,0,0
11/25/2020,26.1,0,0,2,48,48,2020,11,0,0,0,1,0,0
1/16/2020,24.4,1.6,7,3,3,3,2020,1,0,0,0,1,0,0
3/2/2022,21.1,0.1,1,2,10,10,2022,3,0,0,0,1,0,0
6/10/2019,30.7,22.5,12,0,24,24,2019,6,0,0,0,1,0,0
6/12/2022,36.7,0,0,6,25,25,2022,6,1,0,0,0,0,0
2/3/2019,23.9,0,0,6,6,6,2019,2,1,0,1,0,1,0
11/22/2022,14.5,0.6,6,1,48,48,2022,11,0,0,0,1,0,0
10/27/2022,26.2,0,0,3,44,44,2022,10,0,0,0,1,0,0
6/16/2020,30.2,0.5,3,1,25,25,2020,6,0,0,0,1,0,0
1/14/2018,16,0,0,6,3,3,2018,1,1,0,1,0,0,0
9/15/2019,27.7,0.4,2,6,38,38,2019,9,1,0,1,0,0,0
3/2/2019,27.8,0.1,1,5,9,9,2019,3,1,0,0,0,0,0
6/3/2018,34.8,0,0,6,23,23,2018,6,1,0,0,0,0,0
2/18/2017,29.9,0,0,5,8,8,2017,2,1,0,0,0,0,0
10/10/2021,36.6,0,0,6,42,42,2021,10,1,0,0,0,0,0
5/9/2019,30.2,3.5,7,3,19,19,2019,5,0,0,0,1,0,0
10/11/2020,33.1,0,0,6,42,42,2020,10,1,0,0,0,0,0
6/3/2021,29.1,2.2,7,3,23,23,2021,6,0,0,0,1,0,1
4/19/2019,29.3,0,0,4,16,16,2019,4,0,0,0,1,0,0
10/31/2020,23.8,0,0,5,44,44,2020,10,1,0,0,0,0,0
12/15/2018,18.1,0,0,5,50,50,2018,12,1,0,0,0,0,0
8/18/2020,31.3,0,0,1,34,34,2020,8,0,0,0,1,0,0
5/26/2019,32.4,0,0,6,22,22,2019,5,1,0,0,0,0,0
10/4/2020,27.8,0,0,6,41,41,2020,10,1,0,1,0,0,0
3/2/2018,21.3,0,0,4,9,9,2018,3,0,0,0,1,0,0
10/3/2021,27.6,2.5,7,6,41,41,2021,10,1,0,0,0,0,0
1/12/2019,22.8,0,0,5,2,2,2019,1,1,0,0,0,1,0
4/8/2019,30,0,0,0,15,15,2019,4,0,0,0,1,0,0
7/23/2019,30.4,14.3,6,1,30,30,2019,7,0,0,0,1,0,0
5/29/2021,31.6,0.6,3,5,22,22,2021,5,1,0,0,0,0,0
7/21/2017,35.2,0,0,4,30,30,2017,7,0,0,0,1,0,0
4/20/2019,29.9,0,0,5,16,16,2019,4,1,0,0,0,0,0
10/29/2021,25.4,0,0,4,44,44,2021,10,0,0,0,1,0,0
6/20/2019,36,0,0,3,25,25,2019,6,0,0,0,1,1,0
1/1/2020,17.1,7.3,17,2,1,1,2020,1,0,1,0,0,0,1
1/25/2020,19.2,0.2,2,5,4,4,2020,1,1,0,0,0,0,0
8/20/2022,35.6,0,0,5,34,34,2022,8,1,0,0,0,0,0
4/20/2020,31.2,0,0,0,17,17,2020,4,0,0,0,1,0,0
2/13/2017,26.9,0.6,4,0,8,8,2017,2,0,0,0,1,0,0
4/6/2017,24.9,0,0,3,15,15,2017,4,0,0,1,1,0,0
8/13/2018,30.9,0.5,3,0,33,33,2018,8,0,0,0,1,0,0
10/11/2017,19.4,1.1,3,2,42,42,2017,10,0,0,0,1,0,1
12/9/2017,16.8,0,0,5,50,50,2017,12,1,0,0,0,0,0
12/25/2018,21.8,0,0,1,52,52,2018,12,0,1,0,0,0,0
4/16/2018,28.1,0,0,0,16,16,2018,4,0,0,0,1,0,0
10/3/2020,27.6,0,0,5,40,40,2020,10,1,0,0,0,0,0
7/12/2020,37.4,0,0,6,29,29,2020,7,1,0,0,0,0,0
7/13/2020,37.9,0,0,0,29,29,2020,7,0,0,0,1,0,0
5/16/2021,30.8,0.3,3,6,21,21,2021,5,1,0,0,0,0,0
2/6/2022,13.7,3.3,5,6,7,7,2022,2,1,0,0,0,0,0
12/16/2018,17.7,0,0,6,51,51,2018,12,1,0,0,0,0,0
10/30/2019,27.2,3.4,6,2,44,44,2019,10,0,0,0,1,0,0
5/24/2022,29.2,0.5,4,1,22,22,2022,5,0,0,0,1,0,0
7/25/2021,33.8,0,0,6,31,31,2021,7,1,0,0,0,0,0
7/8/2017,27.5,0,0,5,28,28,2017,7,1,0,0,0,1,0
3/12/2018,17.3,0,0,0,11,11,2018,3,0,0,0,1,0,0
5/3/2018,32.4,0,0,3,18,18,2018,5,0,0,0,1,0,0
9/8/2019,28.6,0,0,6,37,37,2019,9,1,0,0,0,1,0
12/23/2020,29.9,0,0,2,52,52,2020,12,0,0,0,1,0,0
10/10/2017,25.7,29,15,1,42,42,2017,10,0,0,0,1,0,0
1/28/2019,24,0,0,0,5,5,2019,1,0,0,0,1,0,0
10/1/2022,29.3,0,0,5,40,40,2022,10,1,0,0,0,0,0
5/28/2021,34.2,0,0,4,22,22,2021,5,0,0,0,1,0,0
9/19/2022,30.6,0.2,1,0,39,39,2022,9,0,0,0,1,0,0
9/16/2019,27.5,0,0,0,38,38,2019,9,0,1,0,0,0,0
9/26/2022,28.1,4.1,11,0,40,40,2022,9,0,0,0,1,0,0
6/25/2022,33.7,0,0,5,26,26,2022,6,1,0,0,0,0,0
5/3/2021,36.4,0,0,0,19,19,2021,5,0,0,0,1,0,0
7/20/2017,33.5,0,0,3,30,30,2017,7,0,0,0,1,0,0
7/26/2019,29.1,0,0,4,30,30,2019,7,0,0,0,1,0,0
1/5/2017,24.6,0,0,3,2,2,2017,1,0,0,0,1,0,0
6/6/2018,36,0,0,2,23,23,2018,6,0,0,0,1,0,0
9/24/2017,30.7,0.1,1,6,40,40,2017,9,1,0,0,0,0,0
9/19/2020,25.7,1.2,2,5,38,38,2020,9,1,0,0,0,0,0
12/17/2020,16.6,0,0,3,51,51,2020,12,0,0,0,1,0,0
10/21/2019,31,0,0,0,43,43,2019,10,0,0,1,1,0,0
12/19/2021,16.1,13.9,23,6,52,52,2021,12,1,0,0,0,0,0
1/29/2018,16.9,0.2,2,0,5,5,2018,1,0,0,0,1,0,0
5/18/2021,32.6,0,0,1,21,21,2021,5,0,0,0,1,0,0
1/1/2022,32.1,0,0,5,1,1,2022,1,1,1,0,0,0,0
8/12/2019,36.5,0,0,0,33,33,2019,8,0,0,0,1,0,0
10/9/2019,30.8,0,0,2,41,41,2019,10,0,0,0,1,0,0
7/2/2022,33.4,0.4,3,5,27,27,2022,7,1,0,0,0,0,0
8/11/2019,35.5,0,0,6,33,33,2019,8,1,0,1,0,0,0
4/15/2017,27.7,0.1,1,5,16,16,2017,4,1,0,0,0,0,0
11/12/2022,18.2,1.7,6,5,46,46,2022,11,1,0,0,0,0,1
4/7/2021,34.4,0,0,2,15,15,2021,4,0,0,0,1,0,0
11/19/2017,17.4,0,0,6,48,48,2017,11,1,0,1,0,0,0
2/15/2020,21.6,0,0,5,7,7,2020,2,1,0,0,0,1,0
11/4/2019,27.4,0,0,0,45,45,2019,11,0,0,0,1,0,0
